delivery_id,date,zone,distance_km,delivery_time_min,package_weight_kg,shipment_volume,transport_cost,first_attempt_success
D00732,2026-07-11,East Zone 1,7.11,7.8,6.86,6,86.12,True
D00733,2026-07-02,South Zone 2,8.88,27.9,4.45,11,85.93,True
D00734,2026-05-05,North Zone 1,1.62,4.0,9.04,9,55.92,True
D00735,2026-05-29,South Zone 1,4.67,7.9,2.2,2,61.75,True
D00736,2026-07-08,East Zone 1,5.74,11.3,2.82,6,82.27,True
D00737,2026-05-22,South Zone 1,3.19,4.0,1.81,10,50.42,True
D00738,2026-06-03,South Zone 1,8.08,21.3,4.9,6,80.4,False
D00739,2026-06-20,South Zone 1,7.08,11.2,2.32,6,77.95,True
D00740,2026-06-12,South Zone 1,5.54,12.6,7.81,8,73.8,True
D00741,2026-06-18,West Zone 1,13.47,56.1,2.52,6,89.82,True
D00742,2026-05-17,South Zone 2,10.75,34.9,6.93,5,91.82,True
D00743,2026-06-07,North Zone 2,7.97,23.1,1.72,7,59.11,True
D00744,2026-05-07,North Zone 2,8.38,30.4,2.98,6,77.32,True
D00745,2026-06-19,East Zone 1,8.4,25.5,3.35,5,68.11,True
D00746,2026-07-01,East Zone 1,8.2,25.2,6.69,7,82.57,True
D00747,2026-05-08,North Zone 2,3.13,7.9,3.13,10,56.16,True
D00748,2026-06-27,West Zone 1,13.86,42.6,4.57,8,95.89,True
D00749,2026-07-09,South Zone 1,3.15,4.0,6.82,7,65.52,True
D00750,2026-05-14,North Zone 2,11.05,35.4,2.7,9,83.08,True
D00751,2026-07-07,East Zone 1,6.93,12.7,4.74,9,75.49,True
D00752,2026-05-16,West Zone 1,16.91,63.3,1.11,9,96.86,True
D00753,2026-06-08,South Zone 1,1.56,6.1,2.24,6,54.89,True
D00754,2026-06-04,North Zone 1,1.7,4.0,1.95,11,64.03,True
D00755,2026-05-13,North Zone 1,9.98,24.2,4.48,10,96.73,True
D00756,2026-05-15,South Zone 2,10.31,24.8,3.54,11,74.95,True
D00757,2026-05-22,North Zone 2,5.39,11.7,2.46,7,65.88,True
D00758,2026-07-12,South Zone 2,11.18,27.4,10.45,3,92.91,True
D00759,2026-05-24,West Zone 1,14.29,58.2,7.46,11,93.79,True
D00760,2026-07-04,East Zone 1,8.5,14.0,5.73,8,79.45,True
D00761,2026-06-12,North Zone 1,8.59,21.7,4.66,8,82.65,True
D00762,2026-05-16,North Zone 1,6.77,10.6,2.56,10,78.03,True
D00763,2026-05-31,West Zone 1,15.06,58.9,1.15,7,93.74,True
D00764,2026-05-22,North Zone 2,10.67,29.2,3.84,10,78.96,True
D00765,2026-06-29,South Zone 2,15.37,54.2,1.27,8,83.73,True
D00766,2026-05-21,West Zone 1,16.88,75.9,1.52,5,104.85,True
D00767,2026-06-12,South Zone 1,7.58,14.4,1.3,4,73.24,True
D00768,2026-05-24,North Zone 1,3.69,11.2,2.1,5,46.59,True
D00769,2026-05-22,North Zone 1,10.36,15.0,5.38,9,91.32,True
D00770,2026-05-27,South Zone 2,15.84,67.0,5.41,9,107.21,True
D00771,2026-06-04,North Zone 2,10.5,34.2,1.18,9,88.78,True
D00772,2026-05-06,North Zone 2,10.7,28.9,1.47,7,87.68,True
D00773,2026-05-11,West Zone 1,16.64,69.6,0.81,5,104.77,True
D00774,2026-06-20,North Zone 2,12.14,25.5,3.77,4,80.56,True
D00775,2026-05-08,North Zone 2,8.06,18.9,5.97,10,76.81,True
D00776,2026-06-23,North Zone 1,8.76,18.4,2.26,9,74.82,True
D00777,2026-05-30,West Zone 1,15.8,52.9,5.45,15,99.26,True
D00778,2026-05-19,South Zone 1,3.66,4.0,1.88,10,62.32,True
D00779,2026-05-19,West Zone 1,15.04,65.1,1.65,5,77.38,True
D00780,2026-06-15,South Zone 2,16.49,52.6,3.74,10,95.5,True
D00781,2026-06-18,South Zone 2,7.32,25.4,1.04,8,62.32,True
D00782,2026-07-10,East Zone 1,8.87,22.2,5.38,12,91.66,True
D00783,2026-05-26,North Zone 2,2.66,6.7,10.7,6,65.35,True
D00784,2026-05-26,South Zone 1,2.41,9.2,3.4,5,56.69,True
D00785,2026-07-05,North Zone 2,9.6,23.4,2.97,6,82.51,True
D00786,2026-06-25,East Zone 1,9.77,25.6,2.03,10,83.85,True
D00787,2026-05-07,North Zone 2,7.23,18.7,2.76,7,79.36,True
D00788,2026-05-30,North Zone 1,5.35,4.6,5.47,9,65.31,True
D00789,2026-05-28,North Zone 1,7.67,9.3,2.15,9,82.76,True
D00790,2026-06-23,South Zone 1,4.33,7.4,2.13,4,63.54,True
D00791,2026-06-25,East Zone 1,10.73,23.4,2.71,5,88.48,True
D00792,2026-06-14,West Zone 1,14.18,54.7,0.37,10,92.7,False
D00793,2026-06-16,South Zone 1,9.44,20.7,4.29,5,78.23,True
D00794,2026-06-18,North Zone 2,4.63,11.9,2.18,5,55.26,True
D00795,2026-06-08,North Zone 1,5.85,4.8,3.53,5,70.33,True
D00796,2026-06-09,South Zone 1,5.17,4.0,2.88,5,62.79,True
D00797,2026-05-08,North Zone 2,3.11,11.8,8.9,7,70.9,True
D00798,2026-06-30,West Zone 1,11.5,60.1,10.89,7,104.56,True
D00799,2026-06-07,North Zone 1,5.42,13.8,3.56,3,63.45,True
D00800,2026-05-07,North Zone 2,6.89,20.9,4.53,4,75.4,True
D00801,2026-05-25,West Zone 1,16.93,73.4,3.4,9,109.99,True
D00802,2026-07-02,South Zone 2,15.58,54.6,1.05,9,103.4,True
D00803,2026-06-14,North Zone 1,4.59,10.1,7.16,4,75.17,True
D00804,2026-06-08,West Zone 1,21.57,89.1,1.56,8,118.69,True
D00805,2026-06-06,South Zone 2,12.46,37.9,7.0,6,93.1,True
D00806,2026-05-07,North Zone 1,4.97,9.4,3.17,5,75.69,True
D00807,2026-07-04,South Zone 2,10.44,30.7,5.09,8,83.48,True
D00808,2026-05-25,North Zone 1,2.46,4.0,3.37,6,58.63,True
D00809,2026-05-27,East Zone 1,3.86,4.2,2.37,9,71.77,True
D00810,2026-06-20,South Zone 1,1.55,4.0,0.86,11,50.75,True
D00811,2026-05-09,East Zone 1,10.91,15.9,2.74,6,89.78,True
D00812,2026-05-20,South Zone 1,5.13,12.5,8.51,4,75.11,True
D00813,2026-06-21,South Zone 1,3.59,4.0,4.58,3,71.95,True
D00814,2026-07-05,North Zone 1,5.88,9.7,2.4,9,72.69,True
D00815,2026-05-07,North Zone 2,9.75,30.3,12.76,10,112.17,True
D00816,2026-05-05,East Zone 1,7.49,21.7,0.75,5,67.01,True
D00817,2026-06-15,East Zone 1,8.36,18.5,0.89,7,68.52,True
D00818,2026-06-03,South Zone 2,13.33,56.5,4.26,5,96.91,True
D00819,2026-06-15,South Zone 2,11.67,43.3,0.58,7,82.66,True
D00820,2026-05-29,South Zone 2,13.98,43.8,8.11,7,112.92,True
D00821,2026-06-23,North Zone 2,5.07,11.1,1.97,6,72.89,True
D00822,2026-07-12,North Zone 2,5.89,17.6,2.47,8,53.12,True
D00823,2026-06-27,South Zone 2,17.94,45.5,1.04,8,94.64,True
D00824,2026-05-12,West Zone 1,13.46,55.2,1.39,4,82.35,True
D00825,2026-05-20,North Zone 2,9.8,27.4,2.53,6,84.84,True
D00826,2026-05-25,North Zone 2,5.96,8.7,1.98,7,60.49,True
D00827,2026-07-10,North Zone 2,5.72,18.4,2.49,8,59.52,True
D00828,2026-05-18,East Zone 1,5.99,18.0,2.34,12,69.43,True
D00829,2026-06-27,South Zone 1,4.81,4.0,1.28,10,72.15,True
D00830,2026-05-18,East Zone 1,11.82,22.4,4.07,10,93.2,True
D00831,2026-05-09,South Zone 2,13.99,42.9,0.23,9,85.39,True
D00832,2026-05-25,North Zone 2,8.39,20.9,8.48,10,74.84,True
D00833,2026-06-13,North Zone 1,4.84,15.7,2.69,7,58.85,True
D00834,2026-06-19,South Zone 1,6.12,4.0,1.21,5,63.73,True
D00835,2026-06-14,South Zone 1,4.84,7.5,9.36,5,77.11,True
D00836,2026-05-29,East Zone 1,6.51,16.5,4.19,4,68.07,True
D00837,2026-05-17,North Zone 1,9.21,18.9,2.38,8,75.4,True
D00838,2026-06-20,South Zone 2,9.77,36.2,3.59,10,78.28,True
D00839,2026-05-26,North Zone 1,5.48,12.0,4.72,4,71.16,True
D00840,2026-06-13,West Zone 1,16.13,55.3,1.12,7,92.72,True
D00841,2026-06-26,East Zone 1,8.51,20.0,2.38,6,80.35,True
D00842,2026-06-10,East Zone 1,11.47,47.3,7.47,5,87.51,True
D00843,2026-05-04,South Zone 1,5.25,8.9,1.19,8,75.08,True
D00844,2026-06-28,North Zone 2,9.26,29.1,4.16,4,82.61,True
D00845,2026-07-09,East Zone 1,11.11,31.0,1.3,14,94.5,True
D00846,2026-06-24,South Zone 2,9.37,38.4,3.4,10,82.18,True
D00847,2026-07-12,West Zone 1,10.72,37.7,1.78,5,88.95,True
D00848,2026-06-03,South Zone 2,14.04,61.9,2.72,6,94.54,True
D00849,2026-05-21,South Zone 1,0.5,4.0,2.08,6,45.95,True
D00850,2026-06-05,West Zone 1,13.99,51.4,2.73,5,89.7,True
D00851,2026-06-19,West Zone 1,13.08,46.9,0.81,5,76.82,True
D00852,2026-05-28,South Zone 2,10.99,35.9,1.38,8,82.16,False
D00853,2026-07-12,North Zone 2,10.86,33.3,10.02,4,86.87,True
D00854,2026-06-06,North Zone 2,4.94,12.5,1.2,9,68.79,True
D00855,2026-05-07,North Zone 2,6.53,15.9,0.87,5,63.78,True
D00856,2026-06-12,East Zone 1,5.16,12.9,3.0,7,56.54,True
D00857,2026-06-18,West Zone 1,11.84,46.9,0.59,10,82.15,True
D00858,2026-06-16,North Zone 1,6.53,9.6,5.36,6,69.61,True
D00859,2026-06-15,South Zone 1,6.07,8.5,2.87,6,74.63,True
D00860,2026-06-24,East Zone 1,9.74,25.7,2.55,6,87.2,True
D00861,2026-06-30,North Zone 2,11.37,33.9,1.21,10,84.28,True
D00862,2026-07-03,West Zone 1,14.98,54.7,6.21,6,101.86,True
D00863,2026-05-11,South Zone 2,14.18,54.8,2.57,4,102.7,True
D00864,2026-05-23,South Zone 2,9.89,29.3,12.26,9,105.26,True
D00865,2026-06-16,South Zone 2,12.8,49.0,5.05,4,94.6,True
D00866,2026-05-14,North Zone 2,9.61,27.7,2.38,10,78.36,False
D00867,2026-06-20,North Zone 1,7.71,11.4,2.07,9,72.83,True
D00868,2026-07-04,South Zone 1,8.86,13.0,1.92,9,77.75,True
D00869,2026-07-03,North Zone 2,12.26,28.9,1.68,5,89.28,True
D00870,2026-06-22,East Zone 1,8.14,15.9,2.97,6,74.01,False
D00871,2026-05-14,North Zone 1,2.77,4.0,2.61,10,58.92,True
D00872,2026-06-11,North Zone 2,9.46,23.9,0.81,7,69.9,True
D00873,2026-05-14,South Zone 2,7.53,26.1,1.19,8,63.92,True
D00874,2026-05-29,East Zone 1,9.88,22.6,5.4,6,89.77,True
D00875,2026-05-19,South Zone 2,9.35,35.9,2.89,4,80.77,True
D00876,2026-06-16,North Zone 1,0.5,4.0,6.37,6,52.45,True
D00877,2026-05-19,South Zone 1,3.61,4.7,0.29,9,54.58,True
D00878,2026-05-14,East Zone 1,7.42,20.8,2.43,10,68.45,True
D00879,2026-06-25,South Zone 2,8.72,31.2,3.42,4,81.25,True
D00880,2026-06-20,South Zone 2,13.13,36.6,4.12,13,95.04,True
D00881,2026-05-24,West Zone 1,14.52,54.6,2.97,6,90.86,True
D00882,2026-07-11,North Zone 1,8.61,15.6,0.24,8,68.6,True
D00883,2026-06-29,South Zone 2,8.75,30.5,2.04,9,76.65,False
D00884,2026-07-02,South Zone 2,12.65,42.1,1.08,5,96.43,True
D00885,2026-06-18,South Zone 1,2.45,6.2,1.01,7,55.15,True
D00886,2026-05-04,South Zone 1,5.11,16.0,0.51,7,56.34,True
D00887,2026-06-13,North Zone 1,4.8,7.0,3.21,3,66.91,True
D00888,2026-06-08,South Zone 1,0.5,4.0,2.4,7,55.78,False
D00889,2026-06-18,East Zone 1,9.34,20.1,8.24,9,94.66,True
D00890,2026-06-03,North Zone 2,8.82,25.7,4.32,8,75.57,True
D00891,2026-05-21,South Zone 1,4.43,13.1,1.54,10,57.58,True
D00892,2026-05-23,South Zone 1,9.62,11.5,5.82,6,88.47,True
D00893,2026-07-03,West Zone 1,12.92,53.1,3.69,9,93.09,True
D00894,2026-07-06,South Zone 1,2.6,9.3,2.48,7,63.21,True
D00895,2026-06-27,East Zone 1,8.47,19.3,5.72,9,87.83,False
D00896,2026-06-28,East Zone 1,6.89,10.0,1.11,6,72.06,True
D00897,2026-05-13,North Zone 2,9.59,20.6,5.3,9,79.65,True
D00898,2026-05-08,North Zone 2,10.81,30.1,2.77,6,86.95,True
D00899,2026-06-13,South Zone 2,7.41,24.6,1.71,5,72.32,True
D00900,2026-06-13,West Zone 1,9.94,37.1,3.63,12,92.05,True
D00901,2026-06-19,North Zone 2,3.67,10.8,3.58,7,62.14,True
D00902,2026-05-10,North Zone 1,7.45,12.6,4.0,8,71.52,True
D00903,2026-05-15,West Zone 1,10.82,35.6,1.65,8,77.84,True
D00904,2026-05-20,North Zone 1,7.38,17.6,1.89,6,73.79,True
D00905,2026-05-13,South Zone 1,2.61,4.5,6.01,4,56.97,True
D00906,2026-05-11,South Zone 2,8.85,26.1,3.16,8,78.86,True
D00907,2026-06-17,North Zone 2,11.73,39.4,3.18,5,91.42,True
D00908,2026-07-09,South Zone 2,11.48,43.5,2.8,8,83.58,False
D00909,2026-06-17,South Zone 2,13.14,55.4,8.45,5,103.36,True
D00910,2026-05-12,South Zone 2,13.03,53.8,3.27,7,88.5,False
D00911,2026-06-16,East Zone 1,10.05,31.2,2.45,4,79.02,True
D00912,2026-06-12,North Zone 2,9.17,17.9,2.63,7,77.55,True
D00913,2026-05-29,South Zone 1,4.32,8.8,6.15,8,77.94,True
D00914,2026-06-04,South Zone 2,15.57,50.2,2.93,9,104.88,True
D00915,2026-07-05,North Zone 1,6.69,8.3,1.32,8,64.6,True
D00916,2026-06-11,West Zone 1,15.47,61.2,10.01,4,116.13,True
D00917,2026-06-24,East Zone 1,13.3,37.2,2.34,10,92.19,True
D00918,2026-05-31,West Zone 1,13.87,49.6,2.64,7,95.13,True
D00919,2026-06-07,West Zone 1,13.28,60.8,2.18,5,94.21,True
D00920,2026-06-07,East Zone 1,7.5,14.6,6.74,7,88.93,True
D00921,2026-06-02,East Zone 1,7.5,23.6,1.63,11,71.43,True
D00922,2026-06-04,East Zone 1,12.06,37.3,3.78,7,85.0,True
D00923,2026-05-11,South Zone 2,10.79,29.5,1.19,2,92.86,True
D00924,2026-05-12,West Zone 1,13.96,61.7,2.65,9,102.13,True
D00925,2026-05-09,South Zone 1,4.17,4.0,3.03,3,68.02,True
D00926,2026-06-11,North Zone 1,3.67,5.6,8.46,2,73.44,True
D00927,2026-05-08,North Zone 1,5.99,9.3,4.26,4,70.61,True
D00928,2026-07-12,West Zone 1,12.74,52.6,2.02,9,88.94,True
D00929,2026-06-10,South Zone 1,3.87,4.4,4.7,3,57.09,True
D00930,2026-06-25,South Zone 2,15.7,60.3,1.88,3,106.56,True
D00931,2026-07-01,South Zone 1,4.21,11.2,2.07,9,53.92,True
D00932,2026-06-28,South Zone 1,0.5,4.0,9.65,6,60.74,True
D00933,2026-06-01,West Zone 1,13.44,50.0,4.77,11,99.01,True
D00934,2026-06-30,South Zone 1,3.89,5.0,3.21,7,62.93,True
D00935,2026-06-08,North Zone 1,10.73,29.2,4.09,6,96.0,True
D00936,2026-06-25,East Zone 1,9.16,18.6,1.95,5,76.2,True
D00937,2026-05-04,North Zone 1,4.62,9.5,4.52,10,63.68,True
D00938,2026-06-15,South Zone 1,4.38,10.3,2.04,7,56.63,True
D00939,2026-06-20,East Zone 1,6.84,4.5,0.65,4,60.87,True
D00940,2026-05-15,North Zone 1,7.43,16.5,6.14,4,75.87,True
D00941,2026-06-22,West Zone 1,14.82,54.4,4.71,6,99.85,True
D00942,2026-06-03,East Zone 1,6.33,15.1,4.19,10,58.9,True
D00943,2026-07-11,North Zone 2,9.92,22.3,1.49,6,79.79,True
D00944,2026-05-19,South Zone 1,5.44,9.0,2.23,8,69.71,True
D00945,2026-05-04,South Zone 1,7.19,10.1,6.18,4,80.33,True
D00946,2026-07-11,South Zone 2,13.19,33.7,2.35,5,86.83,True
D00947,2026-05-30,South Zone 1,2.07,4.0,7.26,3,68.62,True
D00948,2026-06-27,North Zone 2,14.99,28.9,1.64,7,104.87,True
D00949,2026-05-05,West Zone 1,15.94,66.4,3.47,5,100.92,False
D00950,2026-06-20,East Zone 1,9.7,18.8,2.23,6,81.78,True
D00951,2026-05-21,South Zone 2,10.52,42.4,1.29,6,82.54,True
D00952,2026-05-18,West Zone 1,9.91,37.1,5.91,4,89.51,True
D00953,2026-06-24,North Zone 1,4.85,7.2,2.07,9,68.37,True
D00954,2026-05-16,North Zone 2,12.49,23.6,4.98,7,92.13,True
D00955,2026-05-31,North Zone 2,9.37,23.5,1.28,7,80.13,True
D00956,2026-06-28,North Zone 1,2.84,13.0,5.52,5,77.6,True
D00957,2026-05-21,West Zone 1,13.54,62.6,1.77,9,92.75,True
D00958,2026-07-04,South Zone 2,11.35,33.9,3.08,8,84.98,True
D00959,2026-07-01,West Zone 1,12.63,55.6,8.07,7,99.9,True
D00960,2026-05-18,South Zone 2,8.93,24.0,1.73,7,84.18,True
D00961,2026-06-15,North Zone 1,3.86,11.1,2.29,10,59.41,True
D00962,2026-06-29,South Zone 2,7.4,29.4,1.0,6,72.26,True
D00963,2026-07-02,South Zone 2,8.49,28.4,0.96,8,67.07,True
D00964,2026-06-20,North Zone 2,9.88,19.4,5.67,9,90.12,True
D00965,2026-06-09,North Zone 2,9.68,27.9,3.83,8,79.6,True
D00966,2026-05-17,North Zone 1,7.11,14.2,5.46,8,88.86,False
D00967,2026-06-22,West Zone 1,9.11,40.6,2.1,7,82.98,True
D00968,2026-05-10,West Zone 1,13.96,49.8,3.14,6,106.9,True
D00969,2026-06-16,West Zone 1,13.71,55.3,5.39,5,108.07,True
D00970,2026-06-15,West Zone 1,11.02,37.6,5.25,11,85.28,True
D00971,2026-06-07,East Zone 1,4.4,6.1,2.75,4,65.01,True
D00972,2026-05-26,East Zone 1,8.24,24.9,3.59,4,81.06,True
D00973,2026-05-21,South Zone 2,13.99,53.2,1.91,5,96.48,True
D00974,2026-05-18,East Zone 1,10.35,21.1,2.96,5,84.87,True
D00975,2026-06-20,North Zone 2,4.57,4.3,4.56,13,68.25,True
D00976,2026-06-11,West Zone 1,13.99,52.9,7.68,9,109.0,True
D00977,2026-06-04,South Zone 2,12.67,45.2,4.36,9,93.51,True
D00978,2026-06-03,North Zone 2,11.89,37.1,0.79,7,85.88,True
D00979,2026-06-03,West Zone 1,12.56,58.6,2.9,4,98.04,True
D00980,2026-06-27,East Zone 1,6.09,9.0,2.02,5,62.71,True
D00981,2026-06-19,South Zone 1,4.61,8.4,3.27,9,66.86,True
D00982,2026-05-04,North Zone 1,10.21,19.0,2.57,9,69.61,True
D00983,2026-05-12,South Zone 1,4.59,14.1,3.27,6,67.55,True
D00984,2026-06-08,North Zone 2,15.57,41.3,6.65,6,108.81,True
D00985,2026-06-02,South Zone 1,5.72,10.8,4.35,6,83.35,True
D00986,2026-06-08,South Zone 2,14.24,41.0,2.76,9,96.58,True
D00987,2026-05-27,South Zone 2,8.42,30.9,3.06,7,66.01,True
D00988,2026-07-12,West Zone 1,14.12,52.7,7.21,12,109.77,True
D00989,2026-06-06,West Zone 1,13.77,47.3,6.38,7,105.43,True
D00990,2026-05-05,East Zone 1,6.84,23.0,2.0,10,70.58,True
D00991,2026-07-01,South Zone 2,16.82,68.2,6.84,5,108.95,True
D00992,2026-05-22,North Zone 1,8.78,10.6,4.31,9,73.28,False
D00993,2026-06-12,North Zone 1,10.64,20.6,6.72,8,103.92,True
D00994,2026-07-11,South Zone 2,10.22,30.4,2.92,10,85.4,True
D00995,2026-06-12,North Zone 2,4.8,11.4,10.73,10,75.25,True
D00996,2026-06-30,South Zone 2,14.54,50.8,1.81,9,102.36,True
D00997,2026-05-30,South Zone 1,2.44,11.0,3.75,13,60.68,True
D00998,2026-05-28,South Zone 2,10.87,43.0,4.42,3,96.0,True
D00999,2026-05-17,North Zone 2,0.5,4.0,3.91,6,56.9,True
D01000,2026-07-03,South Zone 2,14.55,43.8,6.6,7,114.75,False
D01001,2026-06-20,West Zone 1,13.33,43.6,2.6,13,81.81,True
D01002,2026-05-21,North Zone 1,7.26,15.6,5.5,11,79.96,True
D01003,2026-06-25,South Zone 2,15.36,61.5,1.96,9,108.66,True
D01004,2026-06-16,West Zone 1,13.04,65.7,0.65,7,92.72,True
D01005,2026-05-26,North Zone 2,10.79,29.3,4.66,13,88.31,True
D01006,2026-05-07,North Zone 1,1.91,5.3,2.44,7,59.3,True
D01007,2026-07-02,North Zone 2,10.45,28.5,0.84,8,75.83,True
D01008,2026-06-13,South Zone 2,11.86,34.2,1.62,7,82.88,True
D01009,2026-05-20,North Zone 1,10.76,26.6,4.94,1,103.88,True
D01010,2026-07-01,East Zone 1,5.64,21.4,5.86,14,72.84,True
D01011,2026-06-04,West Zone 1,17.47,78.4,3.02,7,107.24,True
D01012,2026-05-29,North Zone 2,14.03,36.5,1.84,9,95.76,True
D01013,2026-06-06,North Zone 2,7.58,15.3,9.42,8,93.87,True
D01014,2026-05-20,South Zone 1,10.92,16.3,2.74,7,87.93,True
D01015,2026-05-27,South Zone 1,4.72,9.6,2.89,4,61.35,True
D01016,2026-06-27,South Zone 2,10.95,35.7,3.38,7,88.3,True
D01017,2026-07-06,South Zone 2,11.77,44.4,1.88,8,75.53,True
D01018,2026-05-07,West Zone 1,13.44,53.1,2.21,7,94.21,True
D01019,2026-05-17,East Zone 1,5.41,12.3,4.73,9,77.96,True
D01020,2026-05-09,West Zone 1,9.73,24.9,12.08,8,104.02,True
D01021,2026-06-21,East Zone 1,10.39,23.5,2.62,7,85.75,True
D01022,2026-05-27,West Zone 1,17.27,77.7,0.78,7,99.65,True
D01023,2026-05-29,North Zone 2,10.48,30.5,2.04,7,84.07,True
D01024,2026-05-06,South Zone 1,4.09,5.3,4.94,7,61.38,True
D01025,2026-06-30,South Zone 1,3.37,9.6,4.44,9,58.7,True
D01026,2026-07-05,West Zone 1,18.89,72.8,3.06,10,118.36,True
D01027,2026-05-25,West Zone 1,15.18,57.9,4.83,7,103.89,True
D01028,2026-07-06,West Zone 1,17.98,76.5,1.96,9,109.63,False
D01029,2026-05-24,East Zone 1,6.31,13.1,1.82,5,69.55,True
D01030,2026-07-12,East Zone 1,9.3,14.9,2.77,7,67.48,True
D01031,2026-06-18,South Zone 1,8.23,18.7,2.33,9,72.57,True
D01032,2026-06-27,South Zone 2,11.1,31.9,4.65,12,83.95,False
D01033,2026-05-26,South Zone 1,4.19,9.2,7.03,10,71.88,True
D01034,2026-06-22,North Zone 1,4.01,15.6,5.34,11,68.28,True
D01035,2026-05-24,North Zone 1,1.85,4.0,4.2,4,52.59,True
D01036,2026-05-27,West Zone 1,18.06,83.6,2.82,5,115.85,False
D01037,2026-05-19,North Zone 1,5.07,15.1,6.11,7,68.04,True
D01038,2026-06-23,South Zone 1,4.82,11.7,0.35,9,70.25,True
D01039,2026-06-11,North Zone 1,7.84,15.9,2.13,3,80.82,True
D01040,2026-06-21,South Zone 2,13.9,54.4,7.12,5,105.56,True
D01041,2026-05-19,West Zone 1,10.19,55.2,4.25,7,78.46,True
D01042,2026-05-23,North Zone 2,3.82,8.8,7.26,12,79.11,True
D01043,2026-07-07,South Zone 1,5.98,10.8,2.96,6,74.47,True
D01044,2026-06-07,West Zone 1,11.49,49.3,3.72,6,82.69,False
D01045,2026-06-11,West Zone 1,8.67,30.4,1.76,13,82.5,True
D01046,2026-05-08,South Zone 1,6.25,6.5,1.61,3,64.02,False
D01047,2026-07-07,East Zone 1,7.8,28.0,3.09,7,75.82,True
D01048,2026-06-06,North Zone 2,9.43,30.3,5.0,10,79.71,False
D01049,2026-06-02,South Zone 1,2.68,8.4,4.95,5,72.03,True
D01050,2026-05-23,East Zone 1,5.59,5.0,14.27,6,86.25,True
D01051,2026-06-03,South Zone 2,11.85,43.1,2.05,10,85.94,False
D01052,2026-05-11,North Zone 1,7.14,18.7,5.1,9,71.21,False
D01053,2026-06-15,North Zone 2,10.28,27.8,4.73,7,87.6,True
D01054,2026-06-01,South Zone 1,3.58,13.6,2.6,7,64.65,True
D01055,2026-06-29,East Zone 1,11.48,28.6,4.55,4,88.94,False
D01056,2026-06-27,East Zone 1,9.62,20.5,6.66,4,98.53,True
D01057,2026-06-03,North Zone 1,6.3,9.9,3.93,7,71.87,False
D01058,2026-07-11,South Zone 2,12.61,41.0,4.27,10,91.85,True
D01059,2026-05-05,North Zone 2,6.79,24.2,3.63,8,76.68,True
D01060,2026-07-04,North Zone 1,7.5,9.9,5.92,6,81.7,True
D01061,2026-06-03,South Zone 2,13.91,55.2,4.84,7,106.6,True
D01062,2026-06-25,West Zone 1,12.91,49.9,11.26,8,106.14,True
D01063,2026-05-07,East Zone 1,8.35,18.3,1.33,6,72.89,True
D01064,2026-07-02,South Zone 1,1.94,4.0,6.0,9,61.91,True
D01065,2026-06-30,West Zone 1,15.71,72.9,1.47,9,83.16,True
D01066,2026-05-26,West Zone 1,14.53,70.1,6.09,8,116.87,True
D01067,2026-06-15,West Zone 1,12.01,57.7,3.13,5,99.83,True
D01068,2026-07-02,West Zone 1,11.44,53.8,1.95,6,86.91,True
D01069,2026-06-07,South Zone 2,10.92,38.7,4.3,7,81.26,True
D01070,2026-06-25,North Zone 1,5.01,15.4,4.01,8,81.52,True
D01071,2026-05-19,West Zone 1,17.98,81.5,4.71,5,96.85,True
D01072,2026-05-17,South Zone 1,2.31,5.5,0.81,7,56.88,True
D01073,2026-05-19,North Zone 2,11.39,38.5,2.13,6,94.07,True
D01074,2026-05-26,East Zone 1,6.46,15.0,3.3,4,81.15,True
D01075,2026-06-27,South Zone 2,15.48,43.8,2.41,8,97.27,True
D01076,2026-05-04,South Zone 2,11.96,44.2,3.96,7,89.28,True
D01077,2026-05-22,North Zone 2,8.86,19.6,5.72,11,88.03,True
D01078,2026-06-25,North Zone 2,8.05,26.2,6.04,4,83.86,True
D01079,2026-05-22,South Zone 2,10.85,32.0,0.8,3,81.25,False
D01080,2026-06-20,North Zone 2,11.78,27.7,1.46,8,87.33,True
D01081,2026-06-27,West Zone 1,14.71,46.0,8.07,5,96.19,True
D01082,2026-05-12,South Zone 1,6.64,10.8,10.38,10,81.0,True
D01083,2026-05-08,North Zone 2,6.3,10.7,1.46,5,64.53,True
D01084,2026-05-22,West Zone 1,16.63,55.4,3.21,3,98.86,True
D01085,2026-06-13,South Zone 2,8.35,21.4,2.3,7,71.17,True
D01086,2026-06-24,North Zone 1,8.22,21.5,3.48,12,77.53,False
D01087,2026-07-08,East Zone 1,6.37,20.8,6.48,5,79.5,True
D01088,2026-05-11,South Zone 2,10.02,30.3,7.09,6,91.09,True
D01089,2026-05-22,North Zone 2,10.29,24.5,5.34,6,75.55,True
D01090,2026-07-09,North Zone 1,3.03,9.5,17.43,5,88.47,True
D01091,2026-06-10,South Zone 2,12.48,49.3,3.01,8,90.95,True
D01092,2026-06-08,North Zone 1,3.73,13.1,5.79,9,68.82,True
D01093,2026-05-12,North Zone 2,12.82,34.1,2.04,7,85.09,True
D01094,2026-05-07,North Zone 2,8.87,22.4,1.1,8,84.93,True
D01095,2026-06-14,North Zone 1,5.96,15.7,5.49,8,76.55,True
D01096,2026-05-25,North Zone 1,1.96,6.8,8.4,8,59.67,True
D01097,2026-07-12,West Zone 1,17.88,69.1,1.74,6,104.74,True
D01098,2026-06-03,North Zone 2,9.91,31.9,4.35,7,91.02,True
