delivery_id,van_id,depot_id,zone_id,dispatch_time,delivered_time,promised_window_start,promised_window_end,distance_km,package_weight_kg,shipment_volume,transport_cost,first_attempt_success,delivery_outcome
D00874,VAN-29,DEPOT-C,North Zone 2,2026-05-20 17:28:00,2026-05-20 17:50:54.258352116,2026-05-20 09:00:00,2026-05-20 19:00:00,5.55,1.39,12,68.98,True,DELIVERED
D00875,VAN-22,DEPOT-C,South Zone 2,2026-07-01 08:23:00,2026-07-01 09:21:05.769609883,2026-07-01 09:00:00,2026-07-01 10:00:00,15.16,3.28,5,90.39,True,DELIVERED
D00876,VAN-52,DEPOT-C,South Zone 1,2026-06-25 09:38:00,2026-06-25 09:42:00.000000000,2026-06-25 09:00:00,2026-06-25 11:00:00,1.88,6.9,7,65.71,True,DELIVERED
D00877,VAN-59,DEPOT-A,South Zone 1,2026-05-27 15:00:00,2026-05-27 15:21:27.349196734,2026-05-27 09:00:00,2026-05-27 17:00:00,8.45,7.5,7,89.6,True,DELIVERED
D00878,VAN-33,DEPOT-A,South Zone 1,2026-05-20 12:54:00,2026-05-20 13:10:46.447478624,2026-05-20 09:00:00,2026-05-20 14:00:00,6.23,6.73,8,72.88,True,DELIVERED
D00879,VAN-21,DEPOT-B,West Zone 1,2026-06-20 10:16:00,2026-06-20 10:57:21.392049941,2026-06-20 09:00:00,2026-06-20 12:00:00,12.22,2.55,14,88.64,True,DELIVERED
D00880,VAN-41,DEPOT-C,North Zone 1,2026-05-16 18:38:00,2026-05-16 18:43:39.201939820,2026-05-16 09:00:00,2026-05-16 20:00:00,4.27,2.84,8,66.19,True,DELIVERED
D00881,VAN-44,DEPOT-C,South Zone 1,2026-06-24 18:56:00,2026-06-24 19:03:27.332487798,2026-06-24 09:00:00,2026-06-24 20:00:00,8.72,6.96,10,75.66,True,DELIVERED
D00882,VAN-28,DEPOT-C,West Zone 1,2026-06-05 12:04:00,2026-06-05 12:30:26.870685201,2026-06-05 09:00:00,2026-06-05 14:00:00,8.78,1.34,7,78.26,True,DELIVERED
D00883,VAN-37,DEPOT-B,South Zone 2,2026-07-06 10:46:00,2026-07-06 11:26:04.202614696,2026-07-06 09:00:00,2026-07-06 12:00:00,13.24,5.19,9,86.91,True,DELIVERED
D00884,VAN-03,DEPOT-B,West Zone 1,2026-05-10 18:16:00,2026-05-10 19:05:44.572125578,2026-05-10 09:00:00,2026-05-10 20:00:00,12.23,3.48,4,98.79,True,DELIVERED
D00885,VAN-36,DEPOT-C,South Zone 2,2026-07-11 16:00:00,2026-07-11 16:44:40.489148457,2026-07-11 09:00:00,2026-07-11 18:00:00,14.74,6.36,7,98.66,False,REDELIVERY_REQUIRED
D00886,VAN-49,DEPOT-A,West Zone 1,2026-05-20 15:19:00,2026-05-20 15:58:48.849736150,2026-05-20 09:00:00,2026-05-20 17:00:00,9.76,3.78,5,86.29,True,DELIVERED
D00887,VAN-37,DEPOT-A,East Zone 1,2026-06-05 15:24:00,2026-06-05 15:33:46.746841623,2026-06-05 09:00:00,2026-06-05 17:00:00,6.48,9.21,12,86.91,True,DELIVERED
D00888,VAN-30,DEPOT-B,West Zone 1,2026-06-17 15:25:00,2026-06-17 16:45:38.993869770,2026-06-17 09:00:00,2026-06-17 17:00:00,16.23,8.66,5,104.73,True,DELIVERED
D00889,VAN-57,DEPOT-B,South Zone 1,2026-06-14 10:52:00,2026-06-14 10:58:53.069037418,2026-06-14 09:00:00,2026-06-14 12:00:00,3.83,3.09,9,67.64,True,DELIVERED
D00890,VAN-58,DEPOT-A,East Zone 1,2026-05-06 15:10:00,2026-05-06 15:25:13.715878868,2026-05-06 09:00:00,2026-05-06 17:00:00,7.23,2.07,11,69.39,True,DELIVERED
D00891,VAN-38,DEPOT-A,South Zone 1,2026-05-20 07:37:00,2026-05-20 07:41:00.000000000,2026-05-20 09:00:00,2026-05-20 09:00:00,1.87,1.31,8,54.98,True,
D00892,VAN-57,DEPOT-A,North Zone 2,2026-07-05 17:58:00,2026-07-05 18:37:36.504256310,2026-07-05 09:00:00,2026-07-05 19:00:00,14.57,3.32,6,91.78,True,DELIVERED
D00893,VAN-09,DEPOT-C,North Zone 2,2026-07-10 11:34:00,2026-07-10 11:53:39.757953451,2026-07-10 09:00:00,2026-07-10 13:00:00,8.73,3.34,8,80.05,True,DELIVERED
D00894,VAN-42,DEPOT-B,North Zone 1,2026-06-07 18:33:00,2026-06-07 18:41:04.929436058,2026-06-07 09:00:00,2026-06-07 20:00:00,7.36,0.82,5,65.17,True,DELIVERED
D00895,VAN-09,DEPOT-A,South Zone 2,2026-07-05 15:44:00,2026-07-05 16:08:33.032468879,2026-07-05 09:00:00,2026-07-05 17:00:00,7.03,3.54,10,81.64,True,DELIVERED
D00896,VAN-49,DEPOT-B,North Zone 1,2026-05-10 18:46:00,2026-05-10 18:50:00.000000000,2026-05-10 09:00:00,2026-05-10 20:00:00,5.08,0.24,8,52.09,True,DELIVERED
D00897,VAN-52,DEPOT-B,North Zone 2,2026-06-21 18:20:00,2026-06-21 18:51:24.973705684,2026-06-21 09:00:00,2026-06-21 20:00:00,10.34,3.38,8,86.93,True,DELIVERED
D00898,VAN-20,DEPOT-B,South Zone 2,2026-06-22 14:41:00,2026-06-22 15:04:58.745803513,2026-06-22 09:00:00,2026-06-22 16:00:00,8.28,4.45,5,77.5,True,DELIVERED
D00899,VAN-26,DEPOT-A,West Zone 1,2026-06-19 16:36:00,2026-06-19 17:21:27.917379080,2026-06-19 09:00:00,2026-06-19 18:00:00,12.54,4.48,5,95.06,True,DELIVERED
D00900,VAN-03,DEPOT-C,North Zone 1,2026-06-01 07:47:00,2026-06-01 08:05:07.081053847,2026-06-01 09:00:00,2026-06-01 09:00:00,7.36,2.19,9,77.12,True,DELIVERED
D00901,VAN-21,DEPOT-C,South Zone 1,2026-07-04 09:53:00,2026-07-04 09:59:44.034779846,2026-07-04 09:00:00,2026-07-04 11:00:00,4.15,0.5,10,59.32,True,DELIVERED
D00902,VAN-35,DEPOT-A,North Zone 1,2026-07-10 08:38:00,2026-07-10 08:47:21.256182146,2026-07-10 09:00:00,2026-07-10 10:00:00,5.65,6.31,3,83.04,True,DELIVERED
D00903,VAN-08,DEPOT-B,South Zone 2,2026-06-29 07:57:00,2026-06-29 08:36:28.972486463,2026-06-29 09:00:00,2026-06-29 09:00:00,12.08,3.0,4,91.13,True,DELIVERED
D00904,VAN-49,DEPOT-A,North Zone 2,2026-05-29 14:59:00,2026-05-29 15:15:51.304320027,2026-05-29 09:00:00,2026-05-29 16:00:00,7.19,2.55,6,76.17,False,REDELIVERY_REQUIRED
D00905,VAN-05,DEPOT-C,East Zone 1,2026-05-07 07:25:00,2026-05-07 07:34:06.689258268,2026-05-07 09:00:00,2026-05-07 09:00:00,6.23,5.4,11,76.18,True,DELIVERED
D00906,VAN-20,DEPOT-B,South Zone 2,2026-05-26 18:14:00,2026-05-26 19:05:37.103840349,2026-05-26 09:00:00,2026-05-26 20:00:00,15.48,14.41,3,118.33,True,DELIVERED
D00907,VAN-56,DEPOT-C,South Zone 1,2026-06-18 12:47:00,2026-06-18 12:54:30.930958714,2026-06-18 09:00:00,2026-06-18 14:00:00,6.34,2.55,9,71.43,True,DELIVERED
D00908,VAN-27,DEPOT-C,West Zone 1,2026-07-03 11:33:00,2026-07-03 12:14:18.826922228,2026-07-03 09:00:00,2026-07-03 13:00:00,11.19,0.84,5,80.39,True,DELIVERED
D00909,VAN-42,DEPOT-C,South Zone 1,2026-05-07 10:21:00,2026-05-07 10:25:42.158910322,2026-05-07 09:00:00,2026-05-07 12:00:00,1.35,4.44,10,61.27,True,DELIVERED
D00910,VAN-51,DEPOT-B,West Zone 1,2026-05-15 13:38:00,2026-05-15 14:46:15.954657027,2026-05-15 09:00:00,2026-05-15 15:00:00,19.12,1.11,11,119.83,True,DELIVERED
D00911,VAN-57,DEPOT-C,West Zone 1,2026-05-09 07:06:00,2026-05-09 08:12:04.464468308,2026-05-09 09:00:00,2026-05-09 09:00:00,17.93,9.53,5,129.25,False,REDELIVERY_REQUIRED
D00912,VAN-29,DEPOT-C,West Zone 1,2026-05-11 07:13:00,2026-05-11 08:09:01.762562156,2026-05-11 09:00:00,2026-05-11 09:00:00,13.07,6.11,7,93.64,True,DELIVERED
D00913,VAN-09,DEPOT-B,South Zone 1,2026-05-31 11:55:00,2026-05-31 11:59:00.000000000,2026-05-31 09:00:00,2026-05-31 13:00:00,0.5,4.13,7,63.23,True,DELIVERED
D00914,VAN-38,DEPOT-B,East Zone 1,2026-07-10 08:39:00,2026-07-10 08:52:35.850906637,2026-07-10 09:00:00,2026-07-10 10:00:00,6.65,5.9,8,79.73,False,REDELIVERY_REQUIRED
D00915,VAN-58,DEPOT-A,West Zone 1,2026-06-24 17:02:00,2026-06-24 18:12:48.884939019,2026-06-24 09:00:00,2026-06-24 19:00:00,15.36,1.22,7,112.28,True,DELIVERED
D00916,VAN-40,DEPOT-C,East Zone 1,2026-06-24 08:40:00,2026-06-24 08:55:02.978556129,2026-06-24 09:00:00,2026-06-24 10:00:00,8.71,3.11,12,79.54,True,DELIVERED
D00917,VAN-47,DEPOT-A,South Zone 1,2026-07-07 13:48:00,2026-07-07 13:56:11.712763517,2026-07-07 09:00:00,2026-07-07 15:00:00,4.56,4.72,7,70.84,True,DELIVERED
D00918,VAN-42,DEPOT-B,East Zone 1,2026-05-23 18:42:00,2026-05-23 18:53:03.199540591,2026-05-23 09:00:00,2026-05-23 20:00:00,7.39,6.88,4,76.95,True,DELIVERED
D00919,VAN-39,DEPOT-A,East Zone 1,2026-06-30 13:06:00,2026-06-30 13:32:24.219956273,2026-06-30 09:00:00,2026-06-30 15:00:00,8.72,3.01,11,86.4,True,DELIVERED
D00920,VAN-12,DEPOT-A,North Zone 2,2026-05-08 15:36:00,2026-05-08 16:06:27.668392681,2026-05-08 09:00:00,2026-05-08 17:00:00,12.53,3.69,3,102.6,False,REDELIVERY_REQUIRED
D00921,VAN-40,DEPOT-C,South Zone 1,2026-06-04 13:45:00,2026-06-04 13:51:24.556410229,2026-06-04 09:00:00,2026-06-04 15:00:00,3.1,0.66,9,58.17,True,DELIVERED
D00922,VAN-39,DEPOT-A,North Zone 1,2026-05-20 12:53:00,2026-05-20 13:11:11.689900218,2026-05-20 09:00:00,2026-05-20 14:00:00,5.6,8.16,3,72.03,True,DELIVERED
D00923,VAN-19,DEPOT-C,North Zone 1,2026-05-15 16:12:00,2026-05-15 16:23:05.487657848,2026-05-15 09:00:00,2026-05-15 18:00:00,2.34,4.23,8,61.72,True,DELIVERED
D00924,VAN-20,DEPOT-C,North Zone 2,2026-05-25 18:09:00,2026-05-25 18:31:27.231868326,2026-05-25 09:00:00,2026-05-25 20:00:00,8.03,2.32,11,73.91,False,REDELIVERY_REQUIRED
D00925,VAN-20,DEPOT-B,South Zone 2,2026-05-09 08:06:00,2026-05-09 08:47:56.592129665,2026-05-09 09:00:00,2026-05-09 10:00:00,13.14,5.1,9,90.41,False,REDELIVERY_REQUIRED
D00926,VAN-36,DEPOT-A,South Zone 2,2026-07-01 18:24:00,2026-07-01 19:09:47.006791106,2026-07-01 09:00:00,2026-07-01 20:00:00,13.2,5.83,6,111.06,True,DELIVERED
D00927,VAN-39,DEPOT-B,West Zone 1,2026-05-19 15:46:00,2026-05-19 16:28:49.832139504,2026-05-19 09:00:00,2026-05-19 17:00:00,9.99,1.04,6,84.14,True,DELIVERED
D00928,VAN-06,DEPOT-B,South Zone 1,2026-05-24 09:11:00,2026-05-24 09:30:39.906637975,2026-05-24 09:00:00,2026-05-24 11:00:00,7.64,4.24,7,71.88,True,DELIVERED
D00929,VAN-01,DEPOT-A,North Zone 2,2026-05-04 12:29:00,2026-05-04 13:11:01.938760331,2026-05-04 09:00:00,2026-05-04 14:00:00,13.89,3.65,6,95.95,True,DELIVERED
D00930,VAN-27,DEPOT-B,South Zone 1,2026-05-13 17:03:00,2026-05-13 17:10:29.776526182,2026-05-13 09:00:00,2026-05-13 19:00:00,3.34,6.65,10,61.07,True,DELIVERED
D00931,VAN-10,DEPOT-B,North Zone 2,2026-05-05 12:43:00,2026-05-05 13:17:16.894616656,2026-05-05 09:00:00,2026-05-05 14:00:00,10.79,6.57,8,93.14,True,DELIVERED
D00932,VAN-13,DEPOT-C,West Zone 1,2026-05-11 18:18:00,2026-05-11 19:27:26.309097264,2026-05-11 09:00:00,2026-05-11 20:00:00,15.65,10.28,8,116.67,True,DELIVERED
D00933,VAN-11,DEPOT-A,West Zone 1,2026-06-03 18:53:00,2026-06-03 20:03:46.680121852,2026-06-03 09:00:00,,13.7,2.71,13,88.22,True,DELIVERED
D00934,VAN-27,DEPOT-C,East Zone 1,2026-07-03 15:03:00,2026-07-03 15:18:39.459169643,2026-07-03 09:00:00,2026-07-03 17:00:00,8.35,1.33,6,72.89,True,DELIVERED
D00935,VAN-51,DEPOT-C,North Zone 2,2026-07-02 18:31:00,2026-07-02 19:10:05.952601268,2026-07-02 09:00:00,2026-07-02 20:00:00,11.1,10.38,7,99.07,True,DELIVERED
D00936,VAN-24,DEPOT-C,West Zone 1,2026-06-29 12:02:00,2026-06-29 12:48:18.607509980,2026-06-29 09:00:00,2026-06-29 14:00:00,11.69,3.75,8,95.34,True,DELIVERED
D00937,VAN-30,DEPOT-C,South Zone 2,2026-05-26 11:49:00,2026-05-26 12:36:11.763073819,2026-05-26 09:00:00,2026-05-26 13:00:00,12.49,2.37,10,88.72,True,DELIVERED
D00938,VAN-44,DEPOT-C,South Zone 2,2026-05-05 15:25:00,2026-05-05 16:10:37.840768168,2026-05-05 09:00:00,2026-05-05 17:00:00,13.02,10.46,6,102.81,False,REDELIVERY_REQUIRED
D00939,VAN-37,DEPOT-B,East Zone 1,2026-06-03 10:25:00,2026-06-03 10:51:51.655803633,2026-06-03 09:00:00,2026-06-03 12:00:00,8.29,4.16,8,81.93,True,DELIVERED
D00940,VAN-56,DEPOT-A,North Zone 2,2026-06-12 15:03:00,2026-06-12 15:27:10.927106562,2026-06-12 09:00:00,2026-06-12 17:00:00,8.01,4.01,8,91.12,True,DELIVERED
D00941,VAN-29,DEPOT-A,South Zone 2,2026-06-14 16:47:00,2026-06-14 17:35:16.219172706,2026-06-14 09:00:00,2026-06-14 18:00:00,13.18,3.18,6,86.47,True,DELIVERED
D00942,VAN-41,DEPOT-C,North Zone 2,2026-06-19 10:24:00,2026-06-19 10:43:30.083868996,2026-06-19 09:00:00,2026-06-19 12:00:00,8.0,1.11,5,78.34,True,DELIVERED
D00943,VAN-50,DEPOT-C,West Zone 1,2026-06-15 11:58:00,2026-06-15 13:04:19.926726854,2026-06-15 09:00:00,2026-06-15 13:00:00,16.85,0.78,4,96.61,True,DELIVERED
D00944,VAN-19,DEPOT-A,West Zone 1,2026-07-08 08:05:00,2026-07-08 09:18:00.954250356,2026-07-08 09:00:00,2026-07-08 10:00:00,13.64,1.13,10,104.43,True,DELIVERED
D00945,VAN-45,DEPOT-C,South Zone 1,2026-06-04 17:26:00,2026-06-04 17:33:10.495010428,2026-06-04 09:00:00,2026-06-04 19:00:00,4.11,3.3,8,63.12,True,DELIVERED
D00946,VAN-15,DEPOT-C,North Zone 2,2026-05-22 12:30:00,2026-05-22 12:51:50.087614013,2026-05-22 09:00:00,2026-05-22 14:00:00,7.6,5.96,10,84.44,True,DELIVERED
D00947,VAN-34,DEPOT-A,East Zone 1,2026-05-14 17:52:00,2026-05-14 18:27:14.773456140,2026-05-14 09:00:00,2026-05-14 19:00:00,13.28,6.04,4,100.59,True,DELIVERED
D00948,VAN-31,DEPOT-C,South Zone 1,2026-05-15 12:01:00,2026-05-15 12:08:48.786820762,2026-05-15 09:00:00,2026-05-15 14:00:00,1.33,4.21,7,54.02,True,DELIVERED
D00949,VAN-41,DEPOT-A,West Zone 1,2026-06-29 16:07:00,2026-06-29 17:03:02.295612298,2026-06-29 09:00:00,2026-06-29 18:00:00,14.54,6.5,7,101.81,True,DELIVERED
D00950,VAN-32,DEPOT-B,South Zone 2,2026-05-11 16:11:00,2026-05-11 16:36:00.276393645,2026-05-11 09:00:00,2026-05-11 18:00:00,7.66,4.8,7,83.88,True,DELIVERED
D00951,VAN-59,DEPOT-A,South Zone 1,2026-06-24 10:24:00,2026-06-24 10:31:17.749957309,2026-06-24 09:00:00,2026-06-24 12:00:00,3.36,1.25,7,54.74,True,DELIVERED
D00952,VAN-06,DEPOT-B,South Zone 1,2026-07-01 12:40:00,2026-07-01 12:47:11.791970798,2026-07-01 09:00:00,2026-07-01 14:00:00,4.88,1.06,8,61.16,True,DELIVERED
D00953,VAN-47,DEPOT-A,North Zone 1,2026-06-02 10:27:00,2026-06-02 10:40:30.518725971,2026-06-02 09:00:00,2026-06-02 12:00:00,5.11,1.69,4,71.16,True,DELIVERED
D00954,VAN-52,DEPOT-C,West Zone 1,2026-07-01 16:28:00,2026-07-01 17:24:17.916819051,2026-07-01 09:00:00,2026-07-01 18:00:00,12.27,6.83,6,90.6,True,DELIVERED
D00955,VAN-40,DEPOT-B,North Zone 2,2026-05-27 18:57:00,2026-05-27 19:30:37.527331790,2026-05-27 09:00:00,2026-05-27 20:00:00,10.1,4.1,5,94.63,True,DELIVERED
D00956,VAN-46,DEPOT-C,North Zone 2,2026-05-21 07:51:00,2026-05-21 08:25:57.933970665,2026-05-21 09:00:00,2026-05-21 09:00:00,10.27,3.9,6,78.36,True,DELIVERED
D00957,VAN-28,DEPOT-A,South Zone 2,2026-05-20 15:10:00,2026-05-20 15:34:50.243552526,2026-05-20 09:00:00,2026-05-20 17:00:00,7.01,7.48,7,81.06,True,DELIVERED
D00958,VAN-07,DEPOT-B,South Zone 2,2026-06-10 09:00:00,2026-06-10 09:47:46.726498598,2026-06-10 09:00:00,2026-06-10 11:00:00,12.4,3.15,7,90.94,True,DELIVERED
D00959,VAN-42,DEPOT-C,South Zone 1,2026-07-09 18:36:00,2026-07-09 18:52:47.581470319,2026-07-09 09:00:00,2026-07-09 20:00:00,6.96,6.85,10,88.76,True,DELIVERED
D00960,VAN-13,DEPOT-A,South Zone 1,2026-05-28 14:21:00,2026-05-28 14:31:20.675651245,2026-05-28 09:00:00,2026-05-28 16:00:00,7.18,6.26,4,84.77,True,DELIVERED
D00961,VAN-59,DEPOT-A,South Zone 2,2026-05-19 13:24:00,2026-05-19 14:04:42.022904680,2026-05-19 09:00:00,2026-05-19 15:00:00,10.61,2.75,5,79.01,True,DELIVERED
D00962,VAN-42,DEPOT-A,North Zone 1,2026-05-11 13:49:00,2026-05-11 13:58:12.030333519,2026-05-11 09:00:00,2026-05-11 15:00:00,9.03,7.73,7,86.94,True,DELIVERED
D00963,VAN-53,DEPOT-B,West Zone 1,2026-06-14 10:57:00,2026-06-14 11:41:32.005793697,2026-06-14 09:00:00,2026-06-14 12:00:00,12.32,2.29,5,96.87,True,DELIVERED
D00964,VAN-03,DEPOT-C,East Zone 1,2026-05-15 12:16:00,2026-05-15 12:24:51.117596275,2026-05-15 09:00:00,2026-05-15 14:00:00,6.12,1.22,5,62.97,True,DELIVERED
D00965,VAN-35,DEPOT-B,South Zone 1,2026-06-08 12:17:00,2026-06-08 12:30:37.849491208,2026-06-08 09:00:00,2026-06-08 14:00:00,6.54,1.6,4,75.3,True,DELIVERED
D00966,VAN-37,DEPOT-A,South Zone 1,2026-06-08 14:13:00,2026-06-08 14:17:00.000000000,2026-06-08 09:00:00,2026-06-08 16:00:00,3.66,0.56,11,63.4,True,DELIVERED
D00967,VAN-53,DEPOT-A,South Zone 1,2026-07-06 07:36:00,2026-07-06 07:47:08.915683437,2026-07-06 09:00:00,2026-07-06 09:00:00,3.41,9.53,3,73.15,True,DELIVERED
D00968,VAN-35,DEPOT-A,South Zone 2,2026-06-25 13:30:00,2026-06-25 14:18:01.166479501,2026-06-25 09:00:00,2026-06-25 15:00:00,13.0,1.79,5,95.65,True,DELIVERED
D00969,VAN-34,DEPOT-B,South Zone 2,2026-05-24 13:08:00,2026-05-24 13:43:08.912864491,2026-05-24 09:00:00,2026-05-24 15:00:00,11.46,3.24,4,98.17,True,DELIVERED
D00970,VAN-42,DEPOT-A,South Zone 1,2026-05-23 14:12:00,2026-05-23 14:17:36.056128308,2026-05-23 09:00:00,2026-05-23 16:00:00,2.95,1.56,5,55.15,True,DELIVERED
D00971,VAN-46,DEPOT-C,West Zone 1,2026-06-15 10:45:00,2026-06-15 11:34:53.251862631,2026-06-15 09:00:00,2026-06-15 12:00:00,11.12,7.77,6,103.22,True,DELIVERED
D00972,VAN-25,DEPOT-A,South Zone 1,2026-05-26 13:38:00,2026-05-26 13:49:11.453656212,2026-05-26 09:00:00,2026-05-26 15:00:00,5.62,3.64,6,66.14,True,DELIVERED
D00973,VAN-32,DEPOT-C,South Zone 1,2026-07-02 08:08:00,2026-07-02 08:18:23.244758907,2026-07-02 09:00:00,2026-07-02 10:00:00,4.98,8.47,7,78.63,True,DELIVERED
D00974,VAN-08,DEPOT-A,North Zone 2,2026-07-10 08:35:00,2026-07-10 08:53:59.306641356,2026-07-10 09:00:00,2026-07-10 10:00:00,8.18,2.22,7,76.42,True,DELIVERED
D00975,VAN-53,DEPOT-A,South Zone 2,2026-06-29 12:00:00,2026-06-29 12:26:50.921695363,2026-06-29 09:00:00,2026-06-29 14:00:00,6.46,2.9,4,65.13,True,DELIVERED
D00976,VAN-49,DEPOT-A,North Zone 2,2026-07-11 15:05:00,2026-07-11 15:25:50.164864781,2026-07-11 09:00:00,2026-07-11 17:00:00,9.94,2.68,5,79.38,True,DELIVERED
D00977,VAN-40,DEPOT-B,North Zone 2,2026-06-30 16:37:00,2026-06-30 17:20:29.310031839,2026-06-30 09:00:00,2026-06-30 18:00:00,12.39,6.85,1,104.33,True,DELIVERED
D00978,VAN-10,DEPOT-C,South Zone 2,2026-06-22 18:36:00,2026-06-22 19:02:22.916844660,2026-06-22 09:00:00,2026-06-22 20:00:00,10.02,2.51,7,76.24,True,DELIVERED
D00979,VAN-23,DEPOT-B,North Zone 1,2026-07-12 10:25:00,2026-07-12 10:35:23.976733584,2026-07-12 09:00:00,2026-07-12 12:00:00,5.64,2.1,9,62.15,True,DELIVERED
D00980,VAN-28,DEPOT-B,North Zone 1,2026-06-21 10:30:00,2026-06-21 10:44:21.541584917,2026-06-21 09:00:00,2026-06-21 12:00:00,5.4,5.66,5,78.61,True,DELIVERED
D00981,VAN-17,DEPOT-C,South Zone 2,2026-05-31 18:17:00,2026-05-31 19:00:46.060220064,2026-05-31 09:00:00,2026-05-31 20:00:00,11.86,7.76,3,102.94,True,DELIVERED
D00982,VAN-24,DEPOT-C,North Zone 2,2026-05-09 09:59:00,2026-05-09 10:16:37.580450753,2026-05-09 09:00:00,2026-05-09 11:00:00,7.65,2.81,4,66.01,True,DELIVERED
D00983,VAN-40,DEPOT-B,North Zone 1,2026-06-22 11:53:00,2026-06-22 11:59:48.394273212,2026-06-22 09:00:00,2026-06-22 13:00:00,4.25,3.8,3,68.66,True,DELIVERED
D00984,VAN-27,DEPOT-C,North Zone 2,2026-06-03 13:59:00,2026-06-03 14:39:08.045481147,2026-06-03 09:00:00,2026-06-03 15:00:00,13.93,1.77,5,101.75,True,DELIVERED
D00985,VAN-48,DEPOT-C,South Zone 1,2026-06-06 10:25:00,2026-06-06 10:34:07.179332243,2026-06-06 09:00:00,2026-06-06 12:00:00,4.26,2.91,8,57.21,True,DELIVERED
D00986,VAN-02,DEPOT-C,West Zone 1,2026-06-15 07:01:00,2026-06-15 08:14:42.309677516,2026-06-15 09:00:00,2026-06-15 09:00:00,18.22,3.23,7,116.93,True,DELIVERED
D00987,VAN-41,DEPOT-B,South Zone 1,2026-07-08 15:20:00,2026-07-08 15:24:00.000000000,2026-07-08 09:00:00,2026-07-08 17:00:00,4.57,2.74,11,76.3,False,REDELIVERY_REQUIRED
D00988,VAN-20,DEPOT-B,North Zone 1,2026-07-07 11:13:00,2026-07-07 11:21:17.879784413,2026-07-07 09:00:00,2026-07-07 13:00:00,0.98,2.12,8,56.11,True,DELIVERED
D00989,VAN-37,DEPOT-A,South Zone 1,2026-07-08 12:05:00,2026-07-08 12:29:41.331042144,2026-07-08 09:00:00,2026-07-08 14:00:00,7.18,7.57,7,71.8,True,DELIVERED
D00990,VAN-53,DEPOT-A,East Zone 1,2026-07-01 07:56:00,2026-07-01 08:12:22.219106051,2026-07-01 09:00:00,2026-07-01 09:00:00,6.1,1.97,8,76.02,True,DELIVERED
D00991,VAN-38,DEPOT-A,North Zone 1,2026-07-05 10:00:00,2026-07-05 10:04:00.000000000,2026-07-05 09:00:00,2026-07-05 12:00:00,3.65,5.88,8,57.88,True,DELIVERED
D00992,VAN-26,DEPOT-C,North Zone 1,2026-07-06 09:34:00,2026-07-06 09:53:48.315416621,2026-07-06 09:00:00,2026-07-06 11:00:00,8.72,5.0,5,83.3,True,DELIVERED
D00993,VAN-49,DEPOT-A,North Zone 2,2026-06-12 07:10:00,2026-06-12 07:23:52.961193573,2026-06-12 09:00:00,2026-06-12 09:00:00,7.44,5.16,9,82.68,True,DELIVERED
D00994,VAN-20,DEPOT-A,North Zone 2,2026-05-07 07:36:00,2026-05-07 07:56:33.606926395,2026-05-07 09:00:00,2026-05-07 09:00:00,8.03,1.44,7,79.62,True,DELIVERED
D00995,VAN-46,DEPOT-A,East Zone 1,2026-05-22 17:09:00,2026-05-22 17:27:35.796127739,2026-05-22 09:00:00,2026-05-22 19:00:00,9.98,5.99,8,85.1,True,DELIVERED
D00996,VAN-41,DEPOT-C,West Zone 1,2026-05-09 16:06:00,2026-05-09 16:44:07.116266991,2026-05-09 09:00:00,2026-05-09 18:00:00,11.72,8.12,7,97.45,True,DELIVERED
D00997,VAN-18,DEPOT-A,South Zone 1,2026-07-12 15:10:00,2026-07-12 15:31:54.530398391,2026-07-12 09:00:00,2026-07-12 17:00:00,8.76,2.47,10,90.07,True,DELIVERED
D00998,VAN-44,DEPOT-B,East Zone 1,2026-06-09 07:04:00,2026-06-09 07:13:57.759491985,2026-06-09 09:00:00,2026-06-09 09:00:00,5.82,6.28,16,74.7,True,DELIVERED
D00999,VAN-11,DEPOT-A,South Zone 1,2026-05-29 15:20:00,2026-05-29 15:32:05.769031463,2026-05-29 09:00:00,2026-05-29 17:00:00,6.86,6.31,2,76.57,True,DELIVERED
D01000,VAN-39,DEPOT-A,North Zone 1,2026-06-19 18:29:00,2026-06-19 18:44:15.547631201,2026-06-19 09:00:00,2026-06-19 20:00:00,5.39,0.29,8,63.84,True,DELIVERED
D01001,VAN-43,DEPOT-A,West Zone 1,2026-07-11 07:10:00,2026-07-11 07:11:00.000000000,2026-07-11 09:00:00,2026-07-11 09:00:00,15.52,5.39,7,118.07,True,DELIVERED
D01002,VAN-11,DEPOT-C,North Zone 1,2026-06-21 14:52:00,2026-06-21 15:09:37.790723783,2026-06-21 09:00:00,2026-06-21 16:00:00,6.78,4.67,4,65.2,True,DELIVERED
D01003,VAN-41,DEPOT-A,South Zone 2,2026-05-24 15:57:00,2026-05-24 16:36:56.142803053,2026-05-24 09:00:00,2026-05-24 17:00:00,12.47,1.48,5,84.2,True,DELIVERED
D01004,VAN-39,DEPOT-A,South Zone 2,2026-06-01 18:42:00,2026-06-01 19:41:21.287615805,2026-06-01 09:00:00,2026-06-01 20:00:00,15.03,5.0,7,96.8,True,DELIVERED
D01005,VAN-23,DEPOT-B,East Zone 1,2026-05-20 13:07:00,2026-05-20 13:37:24.899270737,2026-05-20 09:00:00,2026-05-20 15:00:00,8.02,5.65,8,76.3,True,DELIVERED
D01006,VAN-22,DEPOT-A,East Zone 1,2026-06-29 13:15:00,2026-06-29 13:31:40.172339195,2026-06-29 09:00:00,2026-06-29 15:00:00,6.41,8.38,10,76.61,False,REDELIVERY_REQUIRED
